Sentence,Label
"If there is someone who is existing, then Martin is not wooden.",implication
"If there is someone who is either existing or not federal, then Lee is wooden.",implication
"If Trent is federal, then Trent is encouraging.",implication
"If all people are existing or encouraging, then Miranda is not federal.",implication
Chalmers is not federal.,negation
Miranda is not existing.,negation
Chalmers is not frightened.,negation
Martin is not wooden.,negation
Leonard is not frightened.,negation
Martin is not existing.,negation
Trent is not wooden.,negation
Gabriel is not latter.,fact
Aldis is latter.,fact
Stuart is interesting.,fact
Aldis is interesting.,fact
Gabriel is not desperate.,fact
Orlando is foolish.,fact
Robyn is lively.,fact
Gabriel is not foolish.,fact
Stuart is not lively.,fact
Shawn is lively.,fact
Orlando is powerful.,fact
Aldis is not lively.,fact
It can be concluded that Gabriel is not desperate once knowing that Shawn is powerful.,implication
"If there is at least one people who is both foolish and not lively, then Aldis is not interesting.",implication
"If there is at least one people who is not lively, then Aldis is not interesting.",implication
Someone who is eithor not desperate or not powerful is always foolish.,implication
Someone who is not powerful is always not latter.,implication
"If Orlando is not foolish, then Shawn is not powerful.",implication
Someone who is foolish and not interesting is always powerful and desperate.,implication
"As long as someone is lively, he is not desperate and foolish.",implication
"If there is someone who is both not interesting and not latter, then Shawn is not desperate.",implication
Stuart is not foolish.,negation
Gabriel is not desperate.,negation
Robyn is not desperate.,negation
Robyn is not latter.,negation
Gabriel is not powerful.,negation
Robyn is not powerful.,negation
Stuart is not powerful.,negation
Stuart is not lively.,negation
Shawn is not desperate.,negation
Joe is not lively.,negation
Coleman is not relevant.,fact
Coleman is not lively.,fact
Lincoln is lively.,fact
Reginald is not tart.,fact
Todd is not neat.,fact
Reginald is neat.,fact
Luisa is uninterested.,fact
Coleman is neat.,fact
Angus is not tart.,fact
Angus is relevant.,fact
Todd is tart.,fact
Chapman is relevant.,fact
"If there is at least one people who is either not tart or not neat, then Lincoln is not lively and Lincoln is not uninterested.",implication
"If Reginald is tough, then Chapman is not neat and Angus is lively.",implication
All neat people are relevant.,implication
Reginald being lively or Luisa being not tough implies that Todd is relevant.,implication
All not lively people are not relevant.,implication
"If Reginald is uninterested, then Todd is not relevant and Reginald is neat.",implication
Someone who is not uninterested is always both not tart and neat.,implication
"If there is at least one people who is lively, then Coleman is neat.",implication
"If Coleman is neat, then Angus is lively and Reginald is tart.",implication
"If there is at least one people who is uninterested, then Todd is tough.",implication
Reginald is not lively.,negation
Angus is not lively.,negation
Lincoln is not neat.,negation
Todd is not neat.,negation
Angus is not uninterested.,negation
Coleman is not uninterested.,negation
Reginald is not relevant.,negation
Lincoln is not tart.,negation
Guy is self-confident.,fact
Sherman is self-confident.,fact
Guy is not gentle.,fact
Albion is gentle.,fact
Albion is not pleasant.,fact
Albion is not zealous.,fact
Bethany is gentle.,fact
Albion is not unfair.,fact
Antonio is zealous.,fact
Bethany is not zealous.,fact
Bethany is green.,fact
Sherman is zealous.,fact
It can be concluded that Guy is pleasant once knowing that Uriah is green and Bethany is not gentle.,implication
"If someone who is unfair is also not green, then he is zealous.",implication
"if there is at least one people who is self-confident and not gentle, then Antonio is not unfair and Bethany is not zealous.",implication
It can be concluded that Bethany is not unfair once knowing that Albion is not green and Bethany is zealous.,implication
"If someone is pleasant or he is not zealous, then he is not gentle.",implication
"If there is someone who is pleasant, then Antonio is not zealous.",implication
Sherman being not zealous or Antonio being unfair implies that Sherman is green.,implication
"If someone is not self-confident or not zealous, then he is green.",implication
Someone who is unfair is always both self-confident and not zealous.,implication
Uriah being not unfair implies that Albion is not gentle.,implication
Albion is not pleasant.,negation
Sherman is not zealous.,negation
Albion is not gentle.,negation
Sherman is not self-confident.,negation
Bethany is not green.,negation
Bethany is not gentle.,negation
Albion is not unfair.,negation
Uriah is not pleasant.,negation
Bethany is not zealous.,negation
Guy is not green.,negation
Basil is compassionate.,fact
Jed is not logical.,fact
Shawn is vivacious.,fact
Spencer is not tired.,fact
Jed is compassionate.,fact
Spencer is not compassionate.,fact
Justin is compassionate.,fact
Harvey is not modern.,fact
Shawn is curious.,fact
Basil is curious.,fact
Spencer is not vivacious.,fact
Basil is not modern.,fact
It can be concluded that Justin is compassionate and Harvey is tired once knowing that Shawn is not logical.,implication
"If there is at least one people who is not compassionate, then Jed is not logical.",implication
It can be concluded that Shawn is not logical and Harvey is not curious once knowing that Spencer is not tired and Spencer is modern.,implication
It can be concluded that Shawn is not logical once knowing that Harvey is modern and Harvey is not compassionate.,implication
"If there is someone who is either vivacious or not logical, then Shawn is not curious.",implication
"If there is at least one people who is not logical or not tired, then Spencer is not vivacious.",implication
"If there is at least one people who is vivacious, then Jed is not compassionate and Spencer is logical.",implication
"If someone is not vivacious or he is not logical, then he is not tired.",implication
"If someone is modern, then he is both not vivacious and tired.",implication
"If there is at least one people who is either vivacious or logical, then Jed is tired and Harvey is curious.",implication
Someone who is both not logical and compassionate is always not tired.,implication
Spencer is not tired.,negation
Jed is not tired.,negation
Shawn is not curious.,negation
Justin is not compassionate.,negation
Basil is not curious.,negation
Marlon is not curious.,negation
Spencer is not compassionate.,negation
Jed is not vivacious.,negation
Spencer is not modern.,negation
Jed is not compassionate.,negation
Basil is not compassionate.,negation
Garrick is not various.,fact
Sheridan is various.,fact
Hubert is not untidy.,fact
Alfie is not untidy.,fact
Quillan is dynamic.,fact
Griswald is fresh.,fact
Alfie is not tan.,fact
Sheridan is untidy.,fact
Sheridan is dynamic.,fact
Sheridan is tan.,fact
Hubert is not dynamic.,fact
Garrick is fresh.,fact
Someone who is both not relevant and fresh is always not tan.,implication
"If someone is various or he is relevant, then he is untidy.",implication
"If there is someone who is both not tan and untidy, then Jacob is not various and Quillan is not fresh.",implication
All not various people are untidy.,implication
"If there is at least one people who is dynamic or relevant, then Sheridan is not tan.",implication
"If someone is not dynamic, then he is both untidy and not tan.",implication
"If someone who is not various is also fresh, then he is relevant.",implication
"As long as someone is tan and not relevant, he is not dynamic and not fresh.",implication
Alfie is not various.,negation
Griswald is not dynamic.,negation
Hubert is not various.,negation
Garrick is not relevant.,negation
Garrick is not tan.,negation
Hubert is not relevant.,negation
Sheridan is not various.,negation
Griswald is not fresh.,negation
Hubert is not dynamic.,negation
Melville is modern.,fact
Johnny is better.,fact
Alice is modern.,fact
Alice is not plucky.,fact
